,Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing,Class
23724,Kuchai Lama,448000.0,3+1,2.0,2.0,Condominium,1075.0,Unfurnished,Built-up
23725,Setapak,680000.0,3,2.0,2.0,Condominium,1206.0,Partly Furnished,Built-up
23726,Kuchai Lama,540000.0,3,2.0,2.0,Condominium,1120.0,Partly Furnished,Built-up
23727,Cheras,388000.0,3,2.0,1.0,Condominium (Corner),797.0,Partly Furnished,Built-up
23728,Cheras,399000.0,3,2.0,1.0,Condominium (Intermediate),797.0,Partly Furnished,Built-up
23729,Kepong,529000.0,3+1,2.0,2.0,Condominium,1100.0,Unfurnished,Built-up
23730,KL City,1080366.0,1+1,1.0,1.0,Serviced Residence,625.0,Partly Furnished,Built-up
23731,KL City,1073000.0,1+1,2.0,1.0,Serviced Residence,688.0,Partly Furnished,Built-up
23732,KL City,1358000.0,2,2.0,1.0,Serviced Residence,887.0,Partly Furnished,Built-up
23733,KL City,1898700.0,3,3.0,2.0,Serviced Residence,1157.0,Partly Furnished,Built-up
23734,KL City,1604900.0,2,2.0,1.0,Serviced Residence,896.0,Partly Furnished,Built-up
23735,KL City,1524066.0,2,2.0,1.0,Serviced Residence,867.0,Partly Furnished,Built-up
23736,KL City,1927900.0,3,3.0,2.0,Serviced Residence,1157.0,Partly Furnished,Built-up
23737,KL City,998000.0,1+1,1.0,1.0,Serviced Residence,625.0,Partly Furnished,Built-up
23738,Wangsa Maju,329000.0,4,2.0,4.0,Serviced Residence,1100.0,Partly Furnished,Built-up
23739,Cheras,360000.0,3,2.0,2.0,Condominium,943.0,Unfurnished,Built-up
23740,Kepong,449000.0,3,3.0,2.0,Condominium,1073.0,Unfurnished,Built-up
23741,Mont Kiara,1359200.0,3+1,3.0,2.0,Condominium,1603.0,Partly Furnished,Built-up
23742,Mont Kiara,1694651.0,4+1,4.0,3.0,Condominium,2163.0,Partly Furnished,Built-up
23743,Mont Kiara,1831676.0,3+1,4.0,3.0,Condominium,2174.0,Partly Furnished,Built-up
23744,Mont Kiara,4022895.0,4+1,4.0,3.0,Condominium,5090.0,Partly Furnished,Built-up
23745,Mont Kiara,2220928.0,4+1,4.0,3.0,Condominium,2766.0,Partly Furnished,Built-up
23746,Segambut,340000.0,3,2.0,1.0,Apartment,1200.0,Partly Furnished,Built-up
23747,KLCC,850000.0,1+1,1.0,1.0,Serviced Residence,610.0,Fully Furnished,Built-up
23748,KLCC,1120000.0,1+1,1.0,2.0,Serviced Residence (Intermediate),635.0,Fully Furnished,Built-up
23751,Cheras,768000.0,2,2.0,1.0,Serviced Residence (Intermediate),800.0,Partly Furnished,Built-up
23757,Pandan Perdana,270000.0,1,1.0,1.0,Condominium (Corner),450.0,Partly Furnished,Built-up
23760,Bukit Jalil,740000.0,3,2.0,3.0,Condominium,1212.0,Fully Furnished,Built-up
23764,Ampang,738000.0,4,3.0,2.0,2-sty Terrace/Link House,1400.0,Unfurnished,Built-up
23765,Setapak,310000.0,3,2.0,1.0,Apartment (Intermediate),835.0,Partly Furnished,Built-up
23766,Ampang,2700000.0,4+1,6.0,1.0,3-sty Terrace/Link House,5119.0,Partly Furnished,Built-up
23769,Taman Desa,450000.0,3,2.0,1.0,Condominium (Intermediate),1205.0,Partly Furnished,Built-up
23771,KL City,1555000.0,3,3.0,1.0,Serviced Residence (Intermediate),1453.0,Fully Furnished,Built-up
23772,Taman Desa,422000.0,3,2.0,1.0,Condominium (Intermediate),938.0,Fully Furnished,Built-up
23773,Jalan Klang Lama (Old Klang Road),710000.0,3,2.0,2.0,Serviced Residence,1094.0,Partly Furnished,Built-up
23776,Taman Desa,998000.0,3,2.0,1.0,Condominium,1610.0,Fully Furnished,Built-up
23778,Sri Petaling,380000.0,3,2.0,1.0,Condominium (Intermediate),1141.0,Partly Furnished,Built-up
23779,Taman Desa,223000.0,2,2.0,1.0,Apartment (Intermediate),650.0,Partly Furnished,Built-up
23780,Taman Desa,425000.0,3,2.0,1.0,Condominium (Corner),915.0,Unfurnished,Built-up
23785,Jalan Klang Lama (Old Klang Road),380000.0,3,2.0,2.0,Serviced Residence (Intermediate),950.0,Partly Furnished,Built-up
23786,Bangsar,3950000.0,3+1,5.0,3.0,Condominium,3658.0,Partly Furnished,Built-up
23787,Cheras,450000.0,3,2.0,1.0,Serviced Residence (Intermediate),950.0,Fully Furnished,Built-up
23788,Cheras,440000.0,3,2.0,2.0,Serviced Residence,950.0,Partly Furnished,Built-up
23789,Ampang,535000.0,4,3.0,2.0,2-sty Terrace/Link House,1200.0,Unfurnished,Built-up
23790,Bangsar,3950000.0,3+1,5.0,3.0,Condominium,3658.0,Partly Furnished,Built-up
23792,Setapak,395000.0,2,2.0,1.0,Condominium (Intermediate),657.0,Partly Furnished,Built-up
23793,Setapak,445000.0,2,2.0,1.0,Serviced Residence (Intermediate),755.0,Partly Furnished,Built-up
23794,Wangsa Maju,398000.0,1+1,2.0,1.0,Condominium (Intermediate),657.0,Partly Furnished,Built-up
23795,Bukit Tunku (Kenny Hills),1790000.0,3+1,3.0,2.0,Condominium (Corner),2207.0,Partly Furnished,Built-up
23796,Dutamas,1180000.0,4+1,3.0,3.0,Condominium (Intermediate),2070.0,Partly Furnished,Built-up
23798,Dutamas,1080000.0,4+1,3.0,3.0,Condominium (Intermediate),1799.0,Partly Furnished,Built-up
23799,Desa Petaling,275000.0,3,3.0,1.0,Condominium (Intermediate),800.0,Partly Furnished,Built-up
23802,Wangsa Maju,383000.0,2,2.0,1.0,Condominium (Intermediate),657.0,Partly Furnished,Built-up
23803,Bukit Tunku (Kenny Hills),1790000.0,3+1,3.0,2.0,Condominium (Corner),2207.0,Partly Furnished,Built-up
23804,Dutamas,1180000.0,4+1,3.0,3.0,Condominium (Intermediate),1799.0,Partly Furnished,Built-up
23805,Dutamas,1080000.0,4+1,3.0,2.0,Condominium (Intermediate),1799.0,Partly Furnished,Built-up
23806,Dutamas,1080000.0,4+1,3.0,3.0,Condominium (Intermediate),1799.0,Partly Furnished,Built-up
23809,Bukit Tunku (Kenny Hills),2280000.0,3+2,5.0,4.0,Condominium,2400.0,Fully Furnished,Built-up
23811,Bukit Tunku (Kenny Hills),2280000.0,3+2,5.0,4.0,Condominium,2400.0,Fully Furnished,Built-up
23812,Bukit Tunku (Kenny Hills),2280000.0,3+2,5.0,4.0,Condominium,2400.0,Fully Furnished,Built-up
23815,Bukit Tunku (Kenny Hills),2280000.0,3+2,5.0,4.0,Condominium,2400.0,Fully Furnished,Built-up
23816,Cheras,967000.0,4,4.0,2.0,2-sty Terrace/Link House,1500.0,Partly Furnished,Built-up
23817,Sungai Besi,470000.0,1,1.0,1.0,Serviced Residence (Intermediate),780.0,Fully Furnished,Built-up
23818,Desa Petaling,285000.0,3,2.0,1.0,Apartment (Intermediate),831.0,Partly Furnished,Built-up
23820,Jalan Klang Lama (Old Klang Road),763000.0,3,2.0,1.0,Serviced Residence (Corner),953.0,Partly Furnished,Built-up
23821,KLCC,5000000.0,5+2,7.0,5.0,Serviced Residence (Corner),6122.0,Partly Furnished,Built-up
23826,Jalan Kuching,350000.0,3,2.0,1.0,Apartment,903.0,Partly Furnished,Built-up
23828,Bukit Jalil,320000.0,1+1,1.0,1.0,Condominium,775.0,Partly Furnished,Built-up
23829,Segambut,630000.0,2,2.0,2.0,Condominium,1021.0,Partly Furnished,Built-up
23832,KLCC,1050000.0,2,2.0,1.0,Serviced Residence,1348.0,Partly Furnished,Built-up
23844,Bukit Bintang,600000.0,1,1.0,1.0,Serviced Residence (Intermediate),650.0,Partly Furnished,Built-up
23846,Cheras,2700000.0,5+1,6.0,2.0,Bungalow (Intermediate),5300.0,Partly Furnished,Land area
23848,Cheras,680000.0,3+1,2.0,2.0,Condominium (Corner),1482.0,Partly Furnished,Built-up
23851,Cheras,3950000.0,5+1,6.0,5.0,Bungalow,8000.0,Partly Furnished,Land area
23852,Bukit Jalil,3800000.0,8+1,9.0,6.0,Bungalow,8750.0,Unfurnished,Land area
23855,Kuchai Lama,428000.0,3,2.0,2.0,Serviced Residence (Intermediate),935.0,Partly Furnished,Built-up
23856,Other,2540000.0,6,6.0,2.0,Bungalow,10239.0,Unfurnished,Land area
23858,Bukit Jalil,370000.0,3,2.0,1.0,Apartment,880.0,Partly Furnished,Built-up
23859,Sentul,500000.0,3,2.0,1.0,Serviced Residence,948.0,Partly Furnished,Built-up
23860,Cheras,7900000.0,6+1,6.0,10.0,Bungalow,6000.0,Fully Furnished,Land area
23861,Cheras,650000.0,3,2.0,1.0,Condominium (Corner),1285.0,Partly Furnished,Built-up
23862,Cheras,630000.0,3,3.0,2.0,Condominium (Corner),1100.0,Partly Furnished,Built-up
23863,Cheras,565000.0,3,3.0,2.0,Condominium (Corner),1010.0,Partly Furnished,Built-up
23864,Mont Kiara,999800.0,3+1,3.0,2.0,Condominium,1970.0,Fully Furnished,Built-up
23865,KLCC,1200000.0,2,2.0,1.0,Condominium (EndLot),1151.0,Fully Furnished,Built-up
23866,Cheras,1290000.0,5+1,3.0,2.0,2-sty Terrace/Link House (Corner),3600.0,Fully Furnished,Land area
23870,Kota Damansara,1700000.0,7,7.0,3.0,Bungalow (Corner),5400.0,Partly Furnished,Land area
23871,KLCC,3100000.0,4+1,4.0,2.0,Serviced Residence,2343.0,Partly Furnished,Built-up
23874,Brickfields,600000.0,Studio,1.0,1.0,Serviced Residence (Studio),710.0,Fully Furnished,Built-up
23875,Pantai,900000.0,4,3.0,2.0,Condominium,1646.0,Unfurnished,Built-up
23883,Jalan Klang Lama (Old Klang Road),1500000.0,3+1,4.0,4.0,Condominium (Corner),2638.0,Partly Furnished,Built-up
23884,Jalan Klang Lama (Old Klang Road),1288000.0,3+2,4.0,3.0,Condominium (Intermediate),2128.0,Partly Furnished,Built-up
23885,Jalan Klang Lama (Old Klang Road),998000.0,2+1,3.0,2.0,Condominium (Intermediate),1523.0,Fully Furnished,Built-up
23886,Jalan Klang Lama (Old Klang Road),1080000.0,3+1,4.0,2.0,Condominium (Intermediate),1875.0,Partly Furnished,Built-up
23887,Jalan Klang Lama (Old Klang Road),1160000.0,2+1,3.0,2.0,Condominium (Intermediate),1707.0,Partly Furnished,Built-up
23888,KL City,580000.0,3,2.0,1.0,Condominium (Intermediate),1399.0,Fully Furnished,Built-up
23889,Mont Kiara,720000.0,3,2.0,2.0,Condominium,1432.0,Partly Furnished,Built-up
23895,Bangsar South,692750.0,2,2.0,1.0,Serviced Residence (Intermediate),815.0,Unfurnished,Built-up
23896,Bangsar South,699550.0,2,2.0,1.0,Serviced Residence (Intermediate),823.0,Unfurnished,Built-up
23897,Bangsar South,699550.0,2,2.0,1.0,Serviced Residence (Intermediate),823.0,Unfurnished,Built-up
23898,Bangsar South,692750.0,2,2.0,1.0,Serviced Residence (Intermediate),815.0,Unfurnished,Built-up
23899,Bangsar South,923175.0,3,2.0,1.0,Serviced Residence (Corner),1119.0,Unfurnished,Built-up
23903,Bangsar South,510000.0,3,2.0,1.0,Condominium,900.0,Partly Furnished,Built-up
23904,Mont Kiara,1900000.0,3+1,4.0,2.0,Condominium (Corner),2038.0,Fully Furnished,Built-up
23905,Sungai Besi,409000.0,2,2.0,1.0,Serviced Residence,650.0,Partly Furnished,Built-up
23906,Wangsa Maju,349000.0,2,2.0,2.0,Serviced Residence (Intermediate),657.0,Partly Furnished,Built-up
23907,Setapak,500000.0,3,2.0,1.0,Condominium (Intermediate),1000.0,Unfurnished,Built-up
23908,Setapak,724000.0,3,2.0,1.0,Condominium (Intermediate),1185.0,Partly Furnished,Built-up
23909,KL City,480000.0,3+1,2.0,1.0,Condominium (Intermediate),1065.0,Unfurnished,Built-up
23910,Bukit Jalil,530000.0,3,2.0,1.0,Condominium (Intermediate),1000.0,Unfurnished,Built-up
23911,Setapak,400000.0,3,2.0,1.0,Serviced Residence (Intermediate),940.0,Unfurnished,Built-up
23912,Setapak,470000.0,3,3.0,3.0,Condominium (Intermediate),1219.0,Unfurnished,Built-up
23913,KL City,400000.0,3,2.0,2.0,Condominium (Intermediate),926.0,Unfurnished,Built-up
23914,Cheras,440000.0,3,2.0,2.0,Condominium (Intermediate),1104.0,Unfurnished,Built-up
23916,Keramat,620000.0,3+1,2.0,2.0,Condominium (Intermediate),1046.0,Unfurnished,Built-up
23917,Pandan Perdana,299000.0,1,1.0,1.0,Condominium (Intermediate),450.0,Partly Furnished,Built-up
23918,Dutamas,518000.0,3,2.0,2.0,Condominium (Intermediate),1100.0,Partly Furnished,Built-up
23919,Setapak,513600.0,3,2.0,1.0,Serviced Residence (Intermediate),829.0,Partly Furnished,Built-up
23922,KLCC,1995000.0,1+1,1.0,1.0,Serviced Residence (Intermediate),808.0,Partly Furnished,Built-up
23923,KLCC,1944000.0,1+1,1.0,1.0,Serviced Residence,808.0,Partly Furnished,Built-up
23924,KLCC,3000000.0,3,3.0,1.0,Serviced Residence (Corner),2066.0,Partly Furnished,Built-up
23925,Ampang,2034840.0,3,3.0,2.0,Serviced Residence (Corner),1259.0,Partly Furnished,Built-up
23926,Ampang,1534500.0,2+1,2.0,2.0,Serviced Residence (Corner),931.0,Partly Furnished,Built-up
23927,KLCC,1917000.0,3+1,4.0,2.0,Serviced Residence (Duplex),1590.0,Fully Furnished,Built-up
23928,KLCC,1248000.0,1,1.0,2.0,Serviced Residence (Corner),971.0,Partly Furnished,Built-up
23929,KLCC,2340800.0,2+1,2.0,3.0,Serviced Residence (EndLot),1463.0,Fully Furnished,Built-up
23931,KLCC,1460000.0,2,1.0,1.0,Serviced Residence (EndLot),872.0,Partly Furnished,Built-up
23933,KLCC,2000000.0,2,2.0,2.0,Serviced Residence (Corner),1270.0,Partly Furnished,Built-up
23934,KL City,1200000.0,2,1.0,1.0,Serviced Residence,716.0,Fully Furnished,Built-up
23935,Cheras,10188000.0,7+1,7.0,4.0,Bungalow (Intermediate),10500.0,Partly Furnished,Land area
23936,Cheras,11488000.0,8+1,8.0,6.0,Bungalow (Intermediate),16500.0,Partly Furnished,Land area
23939,KLCC,1576751.0,2,2.0,1.0,Condominium (Corner),867.0,Fully Furnished,Built-up
23940,KLCC,1368900.0,2,2.0,2.0,Condominium (Corner),871.0,Partly Furnished,Built-up
23941,KLCC,1796070.0,3,3.0,2.0,Condominium (Corner),1228.0,Partly Furnished,Built-up
23942,KLCC,1369000.0,2,2.0,1.0,Condominium (Corner),976.0,Fully Furnished,Built-up
23943,KLCC,1328000.0,2,2.0,1.0,Condominium (EndLot),871.0,Fully Furnished,Built-up
23944,KLCC,1316000.0,1+1,1.0,1.0,Condominium (EndLot),753.0,Fully Furnished,Built-up
23945,KLCC,1000000.0,1,1.0,1.0,Condominium (EndLot),751.0,Partly Furnished,Built-up
23946,KLCC,988640.0,Studio,1.0,1.0,Condominium,657.0,Fully Furnished,Built-up
23947,KLCC,2118000.0,3,3.0,2.0,Condominium,1550.0,Fully Furnished,Built-up
23948,KLCC,1389000.0,2,2.0,1.0,Condominium,976.0,Fully Furnished,Built-up
23949,KLCC,1080000.0,1,1.0,1.0,Condominium,751.0,Fully Furnished,Built-up
23951,Mont Kiara,1000000.0,3+1,4.0,2.0,Condominium (Corner),1448.0,Partly Furnished,Built-up
23953,Jalan Klang Lama (Old Klang Road),365000.0,3+1,2.0,1.0,Apartment,960.0,Partly Furnished,Land area
23954,Sri Hartamas,3900000.0,4+1,6.0,2.0,4-sty Terrace/Link House,5230.0,Fully Furnished,Built-up
23955,KL Sentral,1850000.0,2+1,4.0,1.0,Serviced Residence,1087.0,Partly Furnished,Built-up
23958,Jalan Klang Lama (Old Klang Road),1045000.0,4,3.0,2.0,Condominium (Intermediate),1710.0,Fully Furnished,Built-up
23959,Jalan Klang Lama (Old Klang Road),820000.0,3,3.0,2.0,Condominium (Intermediate),1392.0,Fully Furnished,Built-up
23960,Jalan Klang Lama (Old Klang Road),768000.0,3,2.0,2.0,Condominium,1392.0,Partly Furnished,Built-up
23963,KLCC,1450000.0,3+1,4.0,2.0,Serviced Residence,1701.0,Fully Furnished,Built-up
23965,Jalan Klang Lama (Old Klang Road),989000.0,4,3.0,2.0,Condominium (Intermediate),1710.0,Fully Furnished,Built-up
23966,KLCC,1200000.0,1,1.0,1.0,Serviced Residence,679.0,Partly Furnished,Built-up
23967,KLCC,1000000.0,2+1,2.0,1.0,Serviced Residence,811.0,Fully Furnished,Built-up
23968,KLCC,1120000.0,2,2.0,1.0,Serviced Residence,1044.0,Fully Furnished,Built-up
23969,KLCC,1280000.0,1,1.0,2.0,Serviced Residence,925.0,Partly Furnished,Built-up
23970,KLCC,3450000.0,3,3.0,1.0,Serviced Residence,1560.0,Fully Furnished,Built-up
23977,KLCC,1490000.0,2,3.0,1.0,Condominium,991.0,Fully Furnished,Built-up
23978,KLCC,1435000.0,2,2.0,1.0,Condominium,867.0,Fully Furnished,Built-up
23979,KLCC,1300000.0,2,2.0,1.0,Condominium,871.0,Fully Furnished,Built-up
23982,Seputeh,898380.0,3,2.0,2.0,Condominium (Corner),1087.0,Partly Furnished,Built-up
23983,Salak Selatan,588000.0,3,2.0,2.0,Serviced Residence (Intermediate),1089.0,Partly Furnished,Built-up
23984,Bandar Menjalara,650000.0,3,2.0,2.0,Condominium (Intermediate),1260.0,Fully Furnished,Built-up
23985,Bandar Menjalara,600000.0,3,2.0,2.0,Condominium (Intermediate),960.0,Fully Furnished,Built-up
23986,Kuchai Lama,800000.0,6+1,6.0,2.0,Condominium,2387.0,Partly Furnished,Built-up
23988,Jalan Kuching,1100000.0,3,2.0,1.0,Condominium (Intermediate),1746.0,Partly Furnished,Built-up
23989,Bandar Menjalara,430000.0,3+1,2.0,2.0,Condominium (Intermediate),1076.0,Partly Furnished,Built-up
23991,Sungai Besi,425000.0,2,2.0,1.0,Condominium (Intermediate),885.0,Partly Furnished,Built-up
23992,Sungai Besi,425000.0,2,2.0,1.0,Condominium (Intermediate),885.0,Partly Furnished,Built-up
23993,Jalan Klang Lama (Old Klang Road),1220000.0,3+1,3.0,2.0,Condominium (EndLot),1875.0,Partly Furnished,Built-up
23995,Bandar Menjalara,450000.0,3,3.0,2.0,Apartment (Intermediate),1140.0,Fully Furnished,Built-up
23996,Ampang Hilir,3600000.0,3+1,4.0,3.0,Condominium (Corner),3240.0,Partly Furnished,Built-up
23997,Seputeh,640000.0,1,1.0,1.0,Condominium (Corner),667.0,Partly Furnished,Built-up
23998,Kepong,320000.0,3,3.0,2.0,Townhouse (Intermediate),865.0,Partly Furnished,Built-up
24000,Mont Kiara,1600000.0,4+1,5.0,2.0,Condominium (Penthouse),4300.0,Partly Furnished,Built-up
24001,Kepong,515000.0,3,2.0,2.0,Condominium (Intermediate),1030.0,Partly Furnished,Built-up
24005,KLCC,1766400.0,3+2,4.0,1.0,Serviced Residence (Corner),2208.0,Fully Furnished,Built-up
24006,Segambut,1900000.0,4,4.0,3.0,Semi-detached House,3800.0,Partly Furnished,Land area
24008,Sentul,380000.0,3,2.0,1.0,Condominium (Intermediate),1007.0,Partly Furnished,Built-up
24009,Sentul,400000.0,3,2.0,1.0,Condominium,1007.0,Unfurnished,Built-up
24011,Titiwangsa,670000.0,3,2.0,1.0,Serviced Residence,1150.0,Partly Furnished,Built-up
24012,Sentul,440000.0,3,2.0,2.0,Condominium,1007.0,Fully Furnished,Built-up
24013,Sentul,420000.0,3,2.0,1.0,Condominium,1007.0,Partly Furnished,Built-up
24014,Sentul,450000.0,3,2.0,1.0,Condominium,1007.0,Fully Furnished,Built-up
24015,Titiwangsa,650000.0,3,2.0,1.0,Serviced Residence,1100.0,Fully Furnished,Built-up
24017,Sentul,688000.0,4,3.0,2.0,Condominium,1345.0,Partly Furnished,Built-up
24018,Sentul,640000.0,4,3.0,2.0,Condominium,1345.0,Partly Furnished,Built-up
24019,Sentul,580000.0,3,2.0,1.0,Condominium,1087.0,Fully Furnished,Built-up
24030,Country Heights Damansara,10800000.0,8+1,10.0,6.0,Bungalow (Corner),11700.0,Unfurnished,Land area
24032,Seputeh,3900000.0,4+1,4.0,4.0,Bungalow,8288.0,Partly Furnished,Land area
24033,Jalan Kuching,320000.0,3,2.0,1.0,Condominium,1064.0,Partly Furnished,Built-up
24035,Jalan Klang Lama (Old Klang Road),1438000.0,3+2,4.0,3.0,Condominium (Corner),2378.0,Partly Furnished,Built-up
24039,City Centre,1200000.0,3+1,4.0,1.0,Condominium (Corner),1786.0,Fully Furnished,Built-up
24051,KLCC,2800000.0,3+1,4.0,3.0,Condominium (Intermediate),2809.0,Fully Furnished,Built-up
24053,Bukit Bintang,1500000.0,3,2.0,2.0,Serviced Residence,1555.0,Partly Furnished,Built-up
24056,KLCC,2753000.0,3+1,4.0,2.0,Condominium (Corner),2809.0,Partly Furnished,Built-up
24058,Mont Kiara,980000.0,2,2.0,1.0,Serviced Residence,851.0,Partly Furnished,Built-up
24060,Kepong,355000.0,3,2.0,1.0,Apartment (Intermediate),847.0,Unfurnished,Built-up
24063,Sungai Besi,730000.0,3,2.0,2.0,Serviced Residence,1130.0,Fully Furnished,Built-up
24067,Jalan Ipoh,630000.0,3,2.0,1.0,Condominium (Corner),1216.0,Partly Furnished,Built-up
24068,Jalan Kuching,420000.0,2+2,2.0,1.0,Apartment,1194.0,Partly Furnished,Built-up
24069,Batu Caves,435000.0,3,2.0,2.0,Condominium,1405.0,Partly Furnished,Built-up
24073,Bukit Jalil,499000.0,3,2.0,1.0,Condominium (Intermediate),1224.0,Partly Furnished,Built-up
24075,KLCC,6000000.0,3+1,4.0,2.0,Condominium (Duplex),3200.0,Partly Furnished,Built-up
24077,KLCC,1996400.0,3,2.0,2.0,Serviced Residence (Duplex),1426.0,Fully Furnished,Built-up
24078,KLCC,1925100.0,3,2.0,2.0,Serviced Residence (Duplex),1426.0,Fully Furnished,Built-up
24083,KLCC,1700000.0,2+1,3.0,2.0,Serviced Residence,1335.0,Fully Furnished,Built-up
24084,KLCC,1925100.0,3+1,3.0,2.0,Serviced Residence (Duplex),1426.0,Fully Furnished,Built-up
24088,OUG,3800000.0,5,5.0,5.0,Bungalow,3100.0,Fully Furnished,Land area
24091,KLCC,8552320.0,5,5.0,4.0,Serviced Residence (Corner),7793.0,Fully Furnished,Built-up
24092,KLCC,4396752.0,3+1,4.0,2.0,Serviced Residence (Corner),3897.0,Fully Furnished,Built-up
24093,KLCC,5070000.0,3,3.0,3.0,Serviced Residence,2142.0,Partly Furnished,Built-up
24094,KLCC,3360000.0,1+1,1.0,1.0,Serviced Residence,1425.0,Partly Furnished,Built-up
24095,KLCC,3930000.0,2,2.0,2.0,Serviced Residence,1636.0,Partly Furnished,Built-up
24096,KLCC,2760000.0,1,1.0,1.0,Serviced Residence,1023.0,Partly Furnished,Built-up
24097,KL Sentral,1500000.0,1+1,1.0,1.0,Serviced Residence,1087.0,Fully Furnished,Built-up
24098,KL Sentral,2600000.0,2+1,2.0,1.0,Serviced Residence,1625.0,Fully Furnished,Built-up
24099,KL Sentral,2000000.0,2,2.0,1.0,Serviced Residence,1625.0,Partly Furnished,Built-up
24100,KL Sentral,5540000.0,4+1,6.0,3.0,Serviced Residence,4058.0,Partly Furnished,Built-up
24101,KL Sentral,4090320.0,4,6.0,2.0,Serviced Residence,2982.0,Partly Furnished,Built-up
24102,KL Sentral,4082960.0,4,6.0,2.0,Serviced Residence,2982.0,Partly Furnished,Built-up
24103,KL Sentral,4037880.0,4,6.0,2.0,Serviced Residence,2982.0,Partly Furnished,Built-up
24104,KL Sentral,4118840.0,4,6.0,2.0,Serviced Residence,3143.0,Partly Furnished,Built-up
24105,KL Sentral,4103200.0,4,6.0,2.0,Serviced Residence,3143.0,Partly Furnished,Built-up
24107,Ampang Hilir,7234000.0,4,5.0,3.0,Condominium,5834.0,Partly Furnished,Built-up
24108,Ampang Hilir,5500000.0,4,5.0,2.0,Condominium,3500.0,Partly Furnished,Built-up
24109,Ampang Hilir,4300000.0,4,5.0,2.0,Condominium,3554.0,Partly Furnished,Built-up
24110,Cheras,935000.0,3,2.0,1.0,Serviced Residence (Intermediate),915.0,Fully Furnished,Built-up
